Order_ID,Order_Date,Delivery_Date,Region,Country,City,Product_Name,Supplier_Name,Warehouse,Order_Quantity,Unit_Price,Revenue,Shipping_Cost,Manufacturing_Cost,Profit,Lead_Time_Days,Inventory_Level,Reorder_Level,Stockout_Flag,Defect_Rate,Order_Status,Delivery_Days,Profit_Margin,Delay_Flag,Order_Month,Order_Year,Inventory_Status
ORD00239,2024-07-22,2024-07-30,West,USA,Bangalore,Printer,Supplier C,Warehouse 2,30,1134,34020,2235.96,23028.89,8755.15,6,123,97,No,5.61,In Transit,8,25.735302763080544,On Time,July,2024,Sufficient
ORD00240,2024-06-16,2024-07-03,South,USA,Mumbai,Tablet,Supplier D,Warehouse 3,48,1801,86448,7952.92,41972.3,36522.78,15,83,123,Yes,3.4,Pending,17,42.24826485285952,Delayed,June,2024,Low Stock
ORD00241,2024-01-21,2024-02-10,East,Germany,Bangalore,Monitor,Supplier C,Warehouse 2,1,1070,1070,119.88,635.81,314.31,15,4,78,Yes,5.01,Cancelled,20,29.374766355140185,Delayed,January,2024,Low Stock
ORD00242,2024-09-15,2024-09-23,East,Germany,Hyderabad,Monitor,Supplier A,Warehouse 2,20,1486,29720,2284.2,17448.07,9987.73,5,3,115,Yes,4.88,Cancelled,8,33.606090174966354,On Time,September,2024,Low Stock
ORD00243,2024-10-10,2024-10-24,North,UAE,Delhi,Keyboard,Supplier B,Warehouse 3,18,634,11412,1016.25,7824.71,2571.04,12,96,69,No,5.39,Pending,14,22.529267437784785,Delayed,October,2024,Sufficient
ORD00244,2024-01-27,2024-02-11,East,USA,Chennai,Keyboard,Supplier D,Warehouse 3,19,631,11989,1338.24,6250.82,4399.94,12,298,140,No,6.03,Pending,15,36.69980815747769,Delayed,January,2024,Sufficient
ORD00245,2025-01-02,2025-01-14,South,Germany,Hyderabad,Phone,Supplier C,Warehouse 1,11,1821,20031,1786.47,11367.08,6877.45,10,241,66,No,2.7,Cancelled,12,34.334032250012484,Delayed,January,2025,Sufficient
ORD00246,2024-11-10,2024-11-20,West,USA,Chennai,Laptop,Supplier D,Warehouse 3,24,633,15192,1256.4,8190.44,5745.16,8,27,131,Yes,1.38,Delivered,10,37.81700895208004,On Time,November,2024,Low Stock
ORD00247,2024-11-01,2024-11-09,East,USA,Hyderabad,Monitor,Supplier C,Warehouse 3,10,381,3810,454.58,1915.67,1439.75,8,457,108,No,7.9,Pending,8,37.78871391076116,On Time,November,2024,Sufficient
ORD00248,2024-06-30,2024-07-12,West,India,Mumbai,Printer,Supplier D,Warehouse 3,4,109,436,30.82,201.79,203.39,7,295,147,No,6.3,Pending,12,46.64908256880734,Delayed,June,2024,Sufficient
ORD00249,2025-03-15,2025-03-26,South,India,Hyderabad,Keyboard,Supplier B,Warehouse 1,31,885,27435,834.58,15367.3,11233.12,8,486,51,No,5.98,Cancelled,11,40.94448696919993,Delayed,March,2025,Sufficient
ORD00250,2025-12-11,2025-12-20,East,UAE,Chennai,Printer,Supplier C,Warehouse 2,9,310,2790,180.01,1608.72,1001.27,7,421,55,No,1.75,Cancelled,9,35.88781362007168,On Time,December,2025,Sufficient
ORD00251,2025-12-04,2025-12-10,South,USA,Mumbai,Phone,Supplier A,Warehouse 3,32,835,26720,2605.48,12009.71,12104.81,4,415,101,No,7.3,Delivered,6,45.302432634730536,On Time,December,2025,Sufficient
ORD00252,2025-05-31,2025-06-04,North,India,Hyderabad,Laptop,Supplier A,Warehouse 2,24,1556,37344,3306.76,15356.19,18681.05,4,130,148,Yes,7.07,Delivered,4,50.02423414738646,On Time,May,2025,Low Stock
ORD00253,2025-03-30,2025-04-07,West,India,Chennai,Tablet,Supplier B,Warehouse 2,36,617,22212,1614.72,9905.18,10692.1,8,322,51,No,5.71,Cancelled,8,48.136592832703045,On Time,March,2025,Sufficient
ORD00254,2024-04-17,2024-05-02,South,Germany,Bangalore,Tablet,Supplier B,Warehouse 1,40,341,13640,756.25,8667.24,4216.51,10,311,75,No,4.23,Cancelled,15,30.912829912023458,Delayed,April,2024,Sufficient
ORD00255,2025-07-15,2025-07-25,South,India,Chennai,Laptop,Supplier A,Warehouse 2,45,1084,48780,2914.82,19552.07,26313.11,9,464,64,No,5.54,In Transit,10,53.94241492414924,On Time,July,2025,Sufficient
ORD00256,2025-10-21,2025-10-29,East,UAE,Hyderabad,Laptop,Supplier A,Warehouse 1,19,640,12160,872.91,5228.1,6058.99,5,20,87,Yes,1.81,Cancelled,8,49.82722039473684,On Time,October,2025,Low Stock
ORD00257,2024-05-21,2024-06-07,East,Germany,Mumbai,Laptop,Supplier D,Warehouse 2,11,773,8503,528.69,4517.77,3456.54,12,449,143,No,5.16,Delivered,17,40.65082911913442,Delayed,May,2024,Sufficient
ORD00258,2025-04-12,2025-04-21,North,USA,Hyderabad,Monitor,Supplier D,Warehouse 3,45,1842,82890,6054.46,43643.4,33192.14,6,85,64,No,7.15,Pending,9,40.043599951743275,On Time,April,2025,Sufficient
ORD00259,2025-11-25,2025-12-05,West,UAE,Hyderabad,Monitor,Supplier D,Warehouse 1,40,877,35080,3512.38,20465.94,11101.68,9,450,143,No,6.97,Pending,10,31.646750285062712,On Time,November,2025,Sufficient
ORD00260,2024-03-05,2024-03-16,East,India,Bangalore,Keyboard,Supplier B,Warehouse 2,21,125,2625,245.2,1583.87,795.93,6,295,142,No,6.26,Pending,11,30.321142857142856,Delayed,March,2024,Sufficient
ORD00261,2024-12-20,2025-01-06,South,UAE,Bangalore,Phone,Supplier A,Warehouse 2,42,888,37296,1617.86,24165.25,11512.89,12,313,56,No,7.19,Delivered,17,30.868967181467177,Delayed,December,2024,Sufficient
ORD00262,2024-11-24,2024-12-01,West,UAE,Chennai,Monitor,Supplier A,Warehouse 2,18,203,3654,276.33,2065.05,1312.62,5,418,80,No,3.34,Delivered,7,35.92282430213464,On Time,November,2024,Sufficient
ORD00263,2025-04-02,2025-04-09,North,Germany,Chennai,Printer,Supplier B,Warehouse 3,32,1626,52032,4620.63,22415.02,24996.35,7,285,120,No,3.59,Delivered,7,48.04034055965559,On Time,April,2025,Sufficient
ORD00264,2025-11-18,2025-11-29,East,UAE,Hyderabad,Laptop,Supplier B,Warehouse 1,24,1790,42960,1498.65,20056.97,21404.38,9,286,148,No,3.91,In Transit,11,49.823975791433895,Delayed,November,2025,Sufficient
ORD00265,2024-12-15,2024-12-27,West,India,Delhi,Printer,Supplier B,Warehouse 1,19,1221,23199,1785.83,14165.98,7247.19,7,84,113,Yes,0.84,Pending,12,31.239234449760765,Delayed,December,2024,Low Stock
ORD00266,2024-05-03,2024-05-21,North,UAE,Bangalore,Keyboard,Supplier B,Warehouse 2,14,1036,14504,1511.46,6630.85,6361.69,15,387,103,No,3.03,Delivered,18,43.86162437948152,Delayed,May,2024,Sufficient
ORD00267,2024-01-05,2024-01-20,South,USA,Hyderabad,Monitor,Supplier C,Warehouse 3,4,1233,4932,563.12,3213.91,1154.97,10,260,149,No,4.12,Pending,15,23.417883211678834,Delayed,January,2024,Sufficient
ORD00268,2025-01-28,2025-02-09,South,UAE,Chennai,Keyboard,Supplier C,Warehouse 3,45,1661,74745,3912.26,38819.64,32013.1,8,150,107,No,3.07,Pending,12,42.82975449862867,Delayed,January,2025,Sufficient
ORD00269,2025-07-14,2025-07-31,East,USA,Mumbai,Printer,Supplier C,Warehouse 3,46,1609,74014,8452.11,43651.61,21910.28,15,319,141,No,2.01,Cancelled,17,29.602885940497742,Delayed,July,2025,Sufficient
ORD00270,2024-04-28,2024-05-14,West,India,Chennai,Laptop,Supplier A,Warehouse 2,36,1083,38988,3214.66,26621.09,9152.25,14,345,145,No,5.83,Cancelled,16,23.47453062480763,Delayed,April,2024,Sufficient
ORD00271,2024-05-28,2024-06-04,North,Germany,Mumbai,Printer,Supplier A,Warehouse 2,4,509,2036,110.0,1294.2,631.8,2,349,82,No,7.88,Pending,7,31.03143418467583,On Time,May,2024,Sufficient
ORD00272,2025-04-08,2025-04-15,North,UAE,Bangalore,Monitor,Supplier C,Warehouse 3,44,1614,71016,5721.73,33185.22,32109.05,3,199,80,No,5.35,Cancelled,7,45.21382505350907,On Time,April,2025,Sufficient
ORD00273,2024-02-25,2024-03-03,South,USA,Delhi,Monitor,Supplier B,Warehouse 3,17,515,8755,751.62,5553.1,2450.28,2,424,78,No,7.03,Cancelled,7,27.987207310108513,On Time,February,2024,Sufficient
ORD00274,2024-03-17,2024-03-22,East,India,Delhi,Monitor,Supplier B,Warehouse 1,48,1152,55296,2252.86,22792.47,30250.67,4,135,66,No,2.59,Pending,5,54.70679615162036,On Time,March,2024,Sufficient
ORD00275,2024-06-06,2024-06-17,North,Germany,Chennai,Phone,Supplier B,Warehouse 3,4,1684,6736,767.33,3938.42,2030.25,7,251,123,No,5.46,Cancelled,11,30.140290973871736,Delayed,June,2024,Sufficient
ORD00276,2024-03-10,2024-03-28,East,Germany,Delhi,Phone,Supplier D,Warehouse 3,11,951,10461,825.13,5450.44,4185.43,14,452,77,No,3.12,Cancelled,18,40.0098460950196,Delayed,March,2024,Sufficient
ORD00277,2025-10-26,2025-10-28,East,UAE,Hyderabad,Monitor,Supplier C,Warehouse 3,43,808,34744,2435.9,23325.35,8982.75,2,318,81,No,5.1,Delivered,2,25.854104305779412,On Time,October,2025,Sufficient
ORD00278,2024-10-16,2024-10-22,East,India,Hyderabad,Phone,Supplier A,Warehouse 3,50,867,43350,3307.08,23956.11,16086.81,2,151,133,No,4.15,Pending,6,37.10913494809688,On Time,October,2024,Sufficient
ORD00279,2024-03-08,2024-03-18,North,USA,Hyderabad,Monitor,Supplier C,Warehouse 1,41,1684,69044,3395.98,41814.53,23833.49,5,105,118,Yes,6.77,In Transit,10,34.51927756213429,On Time,March,2024,Low Stock
ORD00280,2024-03-30,2024-04-02,West,UAE,Bangalore,Monitor,Supplier C,Warehouse 1,12,1726,20712,1090.94,8722.5,10898.56,3,466,83,No,6.66,In Transit,3,52.61954422556971,On Time,March,2024,Sufficient
ORD00281,2025-02-02,2025-02-14,East,India,Delhi,Keyboard,Supplier C,Warehouse 3,35,112,3920,343.89,2295.18,1280.93,12,299,55,No,6.17,Delivered,12,32.676785714285714,Delayed,February,2025,Sufficient
ORD00282,2024-03-29,2024-04-07,East,USA,Delhi,Keyboard,Supplier C,Warehouse 1,25,909,22725,2363.2,9300.11,11061.69,6,112,67,No,1.67,In Transit,9,48.67630363036304,On Time,March,2024,Sufficient
ORD00283,2025-07-20,2025-08-08,South,Germany,Mumbai,Monitor,Supplier B,Warehouse 1,10,352,3520,118.83,2012.79,1388.38,15,280,60,No,3.46,Cancelled,19,39.44261363636364,Delayed,July,2025,Sufficient
ORD00284,2024-07-07,2024-07-16,North,Germany,Hyderabad,Tablet,Supplier A,Warehouse 1,17,497,8449,340.63,5080.33,3028.04,5,27,146,Yes,4.75,In Transit,9,35.83903420523139,On Time,July,2024,Low Stock
ORD00285,2025-08-17,2025-08-28,West,UAE,Delhi,Printer,Supplier C,Warehouse 3,23,362,8326,752.81,3916.22,3656.97,9,35,74,Yes,2.64,Cancelled,11,43.92229161662263,Delayed,August,2025,Low Stock
ORD00286,2025-08-21,2025-08-29,West,Germany,Delhi,Phone,Supplier C,Warehouse 2,37,846,31302,3214.5,21523.18,6564.32,4,160,81,No,1.76,Pending,8,20.970928375183693,On Time,August,2025,Sufficient
ORD00287,2025-04-18,2025-04-29,South,Germany,Hyderabad,Keyboard,Supplier A,Warehouse 1,50,725,36250,2676.24,15683.55,17890.21,9,41,85,Yes,5.34,Pending,11,49.35230344827586,Delayed,April,2025,Low Stock
ORD00288,2025-06-03,2025-06-15,South,Germany,Bangalore,Phone,Supplier C,Warehouse 1,38,1285,48830,3245.34,28175.44,17409.22,12,282,83,No,7.3,In Transit,12,35.65271349580176,Delayed,June,2025,Sufficient
ORD00289,2025-04-20,2025-05-04,South,UAE,Mumbai,Phone,Supplier B,Warehouse 3,6,912,5472,343.36,2206.19,2922.45,10,493,128,No,2.29,Pending,14,53.40734649122807,Delayed,April,2025,Sufficient
ORD00290,2025-05-10,2025-05-17,East,UAE,Bangalore,Monitor,Supplier A,Warehouse 1,15,1659,24885,1838.7,10423.29,12623.01,7,21,135,Yes,3.27,Pending,7,50.725376732971675,On Time,May,2025,Low Stock
ORD00291,2025-10-26,2025-11-02,West,UAE,Delhi,Printer,Supplier A,Warehouse 3,46,1167,53682,4671.46,25877.33,23133.21,7,296,119,No,6.06,Pending,7,43.09304794903319,On Time,October,2025,Sufficient
ORD00292,2024-09-14,2024-09-23,South,UAE,Mumbai,Phone,Supplier A,Warehouse 3,34,931,31654,1954.98,20901.64,8797.38,8,246,127,No,4.15,Delivered,9,27.792316926770706,On Time,September,2024,Sufficient
ORD00293,2025-10-20,2025-10-27,East,India,Bangalore,Keyboard,Supplier D,Warehouse 2,10,482,4820,212.86,2798.52,1808.62,6,338,79,No,6.63,In Transit,7,37.523236514522814,On Time,October,2025,Sufficient
ORD00294,2024-08-03,2024-08-15,North,USA,Hyderabad,Phone,Supplier C,Warehouse 1,42,1806,75852,5080.64,35885.66,34885.7,11,303,70,No,1.46,Pending,12,45.99179982070347,Delayed,August,2024,Sufficient
ORD00295,2025-06-13,2025-06-25,West,UAE,Bangalore,Phone,Supplier B,Warehouse 2,37,1405,51985,1646.67,32015.7,18322.63,8,145,60,No,5.46,Pending,12,35.245994036741365,Delayed,June,2025,Sufficient
ORD00296,2025-09-07,2025-09-15,North,USA,Bangalore,Monitor,Supplier B,Warehouse 1,50,472,23600,2031.7,13056.5,8511.8,4,351,93,No,1.76,In Transit,8,36.06694915254237,On Time,September,2025,Sufficient
ORD00297,2024-01-17,2024-01-26,North,India,Bangalore,Keyboard,Supplier B,Warehouse 3,33,1501,49533,3357.42,22035.66,24139.92,5,243,128,No,1.22,Delivered,9,48.735025134758644,On Time,January,2024,Sufficient
ORD00298,2025-07-06,2025-07-21,South,UAE,Bangalore,Tablet,Supplier A,Warehouse 2,50,1489,74450,6583.68,41439.86,26426.46,15,22,139,Yes,3.28,In Transit,15,35.49558092679651,Delayed,July,2025,Low Stock
ORD00299,2024-05-17,2024-05-26,South,India,Hyderabad,Printer,Supplier A,Warehouse 3,50,576,28800,3222.94,12244.18,13332.88,6,278,102,No,4.99,Cancelled,9,46.29472222222222,On Time,May,2024,Sufficient
ORD00300,2024-01-08,2024-01-21,East,UAE,Chennai,Tablet,Supplier C,Warehouse 3,14,1508,21112,2161.57,11034.26,7916.17,8,218,133,No,1.3,Cancelled,13,37.49606858658583,Delayed,January,2024,Sufficient
ORD00301,2025-02-10,2025-02-25,East,Germany,Bangalore,Keyboard,Supplier B,Warehouse 3,27,1230,33210,3338.97,18090.83,11780.2,14,284,111,No,3.28,Cancelled,15,35.47184582956941,Delayed,February,2025,Sufficient
ORD00302,2024-05-01,2024-05-15,North,USA,Bangalore,Keyboard,Supplier A,Warehouse 1,29,1703,49387,4589.93,22151.97,22645.1,13,205,150,No,2.11,Cancelled,14,45.8523498086541,Delayed,May,2024,Sufficient
ORD00303,2024-05-28,2024-06-10,West,Germany,Chennai,Laptop,Supplier B,Warehouse 3,28,280,7840,280.42,3657.6,3901.98,9,19,142,Yes,1.1,In Transit,13,49.77015306122449,Delayed,May,2024,Low Stock
ORD00304,2025-05-21,2025-05-30,South,India,Delhi,Phone,Supplier A,Warehouse 1,13,1841,23933,2132.9,15345.19,6454.91,9,17,150,Yes,2.65,Pending,9,26.9707516817783,On Time,May,2025,Low Stock
ORD00305,2024-03-29,2024-04-07,North,Germany,Chennai,Printer,Supplier C,Warehouse 2,23,1471,33833,2218.19,19481.86,12132.95,6,377,140,No,4.38,Delivered,9,35.86128927378595,On Time,March,2024,Sufficient
ORD00306,2024-10-10,2024-10-19,North,Germany,Delhi,Laptop,Supplier C,Warehouse 3,13,1031,13403,1523.58,7672.84,4206.58,5,208,114,No,2.46,Delivered,9,31.385361486234427,On Time,October,2024,Sufficient
ORD00307,2025-08-11,2025-08-22,West,India,Bangalore,Laptop,Supplier C,Warehouse 1,29,872,25288,2040.37,15956.48,7291.15,6,492,149,No,6.18,In Transit,11,28.83245017399557,Delayed,August,2025,Sufficient
ORD00308,2025-01-26,2025-02-08,East,USA,Delhi,Laptop,Supplier D,Warehouse 3,44,1536,67584,3426.08,33435.1,30722.82,12,264,118,No,7.67,Delivered,13,45.45871803977273,Delayed,January,2025,Sufficient
ORD00309,2024-12-16,2024-12-23,West,USA,Mumbai,Keyboard,Supplier B,Warehouse 2,12,1075,12900,751.41,6005.85,6142.74,3,93,145,Yes,4.8,Pending,7,47.61813953488372,On Time,December,2024,Low Stock
ORD00310,2024-07-30,2024-08-05,North,India,Bangalore,Tablet,Supplier C,Warehouse 2,16,1812,28992,2483.85,12953.59,13554.56,5,471,60,No,1.3,In Transit,6,46.75275938189845,On Time,July,2024,Sufficient
ORD00311,2025-08-11,2025-08-28,North,UAE,Bangalore,Printer,Supplier A,Warehouse 3,32,474,15168,1798.86,10235.4,3133.74,15,113,146,Yes,2.6,Pending,17,20.66020569620253,Delayed,August,2025,Low Stock
ORD00312,2024-12-21,2025-01-03,North,USA,Bangalore,Printer,Supplier A,Warehouse 2,50,457,22850,1625.72,9965.12,11259.16,8,161,138,No,4.39,Delivered,13,49.27422319474836,Delayed,December,2024,Sufficient
ORD00313,2025-01-05,2025-01-18,West,UAE,Mumbai,Monitor,Supplier C,Warehouse 2,12,1223,14676,787.46,7056.55,6831.99,11,175,96,No,7.69,Pending,13,46.55212591986918,Delayed,January,2025,Sufficient
ORD00314,2025-02-14,2025-02-23,South,UAE,Bangalore,Phone,Supplier B,Warehouse 3,12,1270,15240,637.07,8728.98,5873.95,6,51,142,Yes,2.21,Cancelled,9,38.54297900262467,On Time,February,2025,Low Stock
ORD00315,2024-06-02,2024-06-11,West,Germany,Delhi,Printer,Supplier A,Warehouse 2,12,963,11556,866.28,8073.81,2615.91,9,264,118,No,6.87,Cancelled,9,22.63681204569055,On Time,June,2024,Sufficient
ORD00316,2024-04-11,2024-04-25,East,Germany,Delhi,Printer,Supplier C,Warehouse 2,4,541,2164,223.42,1174.97,765.61,13,230,145,No,5.22,Cancelled,14,35.379390018484294,Delayed,April,2024,Sufficient
ORD00317,2024-01-21,2024-01-29,East,Germany,Delhi,Keyboard,Supplier D,Warehouse 3,23,1876,43148,3933.49,25098.02,14116.49,8,332,133,No,4.83,Pending,8,32.716441086493,On Time,January,2024,Sufficient
ORD00318,2025-04-02,2025-04-08,West,India,Hyderabad,Phone,Supplier C,Warehouse 1,40,686,27440,1968.48,18850.69,6620.83,3,327,93,No,7.01,In Transit,6,24.12838921282799,On Time,April,2025,Sufficient
ORD00319,2024-11-17,2024-11-29,West,UAE,Mumbai,Phone,Supplier A,Warehouse 1,19,1554,29526,1596.55,17520.53,10408.92,7,227,149,No,2.53,Cancelled,12,35.25340377971957,Delayed,November,2024,Sufficient
ORD00320,2024-08-28,2024-09-11,North,India,Bangalore,Printer,Supplier A,Warehouse 1,48,1535,73680,7182.07,34126.47,32371.46,12,48,58,Yes,3.48,In Transit,14,43.93520629750272,Delayed,August,2024,Low Stock
ORD00321,2024-09-25,2024-10-07,South,USA,Chennai,Phone,Supplier A,Warehouse 1,6,1441,8646,984.29,4469.58,3192.13,11,377,86,No,2.22,In Transit,12,36.9203099699283,Delayed,September,2024,Sufficient
ORD00322,2025-11-10,2025-11-19,West,UAE,Chennai,Keyboard,Supplier C,Warehouse 2,31,1056,32736,3854.61,18403.37,10478.02,7,227,67,No,2.54,Pending,9,32.00763685239492,On Time,November,2025,Sufficient
ORD00323,2025-05-08,2025-05-19,East,Germany,Bangalore,Printer,Supplier A,Warehouse 3,6,1004,6024,347.63,3154.53,2521.84,10,5,50,Yes,1.67,Pending,11,41.863213811420984,Delayed,May,2025,Low Stock
ORD00324,2025-05-18,2025-06-04,South,UAE,Chennai,Monitor,Supplier D,Warehouse 1,20,118,2360,233.47,1508.96,617.57,14,407,50,No,4.98,Cancelled,17,26.16822033898305,Delayed,May,2025,Sufficient
ORD00325,2024-06-16,2024-07-04,East,Germany,Bangalore,Phone,Supplier A,Warehouse 1,42,898,37716,3943.53,17582.36,16190.11,13,320,80,No,1.09,Cancelled,18,42.92637077102556,Delayed,June,2024,Sufficient
ORD00326,2024-05-19,2024-05-25,South,India,Chennai,Laptop,Supplier B,Warehouse 1,41,1032,42312,3621.72,20379.16,18311.12,6,96,91,No,5.17,Delivered,6,43.27642276422764,On Time,May,2024,Sufficient
ORD00327,2024-10-15,2024-10-22,West,Germany,Bangalore,Tablet,Supplier D,Warehouse 3,46,997,45862,4377.05,21547.95,19937.0,6,252,77,No,1.63,Cancelled,7,43.471719506345124,On Time,October,2024,Sufficient
ORD00328,2024-02-02,2024-02-09,East,UAE,Hyderabad,Laptop,Supplier B,Warehouse 2,49,399,19551,685.13,12369.84,6496.03,7,240,73,No,1.04,Pending,7,33.22607539256304,On Time,February,2024,Sufficient
ORD00329,2025-03-29,2025-04-08,East,Germany,Mumbai,Keyboard,Supplier A,Warehouse 3,3,507,1521,108.71,960.21,452.08,5,106,110,Yes,4.41,In Transit,10,29.72255095332018,On Time,March,2025,Low Stock
ORD00330,2025-07-16,2025-07-26,North,USA,Bangalore,Tablet,Supplier A,Warehouse 1,17,1085,18445,1613.33,8477.64,8354.03,10,442,135,No,7.16,Pending,10,45.29156953103822,On Time,July,2025,Sufficient
ORD00331,2024-10-09,2024-10-20,East,India,Mumbai,Phone,Supplier D,Warehouse 1,26,1716,44616,2314.59,30814.06,11487.35,11,353,110,No,4.86,Pending,11,25.747153487538103,Delayed,October,2024,Sufficient
ORD00332,2025-12-03,2025-12-16,West,USA,Delhi,Printer,Supplier C,Warehouse 2,49,1380,67620,2394.07,34260.03,30965.9,11,274,63,No,1.65,Pending,13,45.793995859213254,Delayed,December,2025,Sufficient
ORD00333,2024-07-16,2024-07-23,West,USA,Chennai,Phone,Supplier C,Warehouse 2,25,833,20825,1982.46,9896.22,8946.32,2,361,106,No,0.8,Cancelled,7,42.95951980792317,On Time,July,2024,Sufficient
ORD00334,2025-04-24,2025-05-04,West,India,Chennai,Monitor,Supplier B,Warehouse 1,36,428,15408,557.75,6879.79,7970.46,6,134,119,No,2.72,Cancelled,10,51.72936137071651,On Time,April,2025,Sufficient
ORD00335,2025-09-26,2025-10-13,West,USA,Chennai,Tablet,Supplier C,Warehouse 2,50,1370,68500,3527.12,42216.62,22756.26,15,275,99,No,5.44,Pending,17,33.220817518248175,Delayed,September,2025,Sufficient
ORD00336,2025-10-18,2025-10-25,North,UAE,Mumbai,Laptop,Supplier A,Warehouse 3,7,1171,8197,731.99,3386.45,4078.56,7,91,54,No,7.53,Pending,7,49.75674027083079,On Time,October,2025,Sufficient
ORD00337,2025-10-19,2025-11-06,North,USA,Bangalore,Laptop,Supplier D,Warehouse 3,43,1103,47429,3667.4,28950.39,14811.21,15,187,78,No,2.42,Delivered,18,31.228172636994245,Delayed,October,2025,Sufficient
ORD00338,2024-03-03,2024-03-14,North,India,Delhi,Laptop,Supplier B,Warehouse 3,48,1923,92304,6224.59,47141.55,38937.86,7,421,128,No,5.81,Cancelled,11,42.184369041428326,Delayed,March,2024,Sufficient
ORD00339,2024-04-09,2024-04-17,West,India,Chennai,Tablet,Supplier D,Warehouse 3,15,1188,17820,1152.59,8160.42,8506.99,3,291,130,No,5.43,Pending,8,47.73843995510662,On Time,April,2024,Sufficient
ORD00340,2025-11-12,2025-11-20,East,Germany,Chennai,Tablet,Supplier C,Warehouse 2,11,1722,18942,875.8,9858.69,8207.51,8,80,118,Yes,3.03,In Transit,8,43.329690634568685,On Time,November,2025,Low Stock
ORD00341,2025-10-10,2025-10-23,East,UAE,Bangalore,Monitor,Supplier A,Warehouse 3,21,1346,28266,1460.36,15933.2,10872.44,8,281,145,No,3.31,Cancelled,13,38.464727941696744,Delayed,October,2025,Sufficient
ORD00342,2024-02-05,2024-02-15,North,Germany,Chennai,Printer,Supplier B,Warehouse 1,2,1160,2320,97.81,1547.67,674.52,6,113,77,No,0.55,Cancelled,10,29.074137931034482,On Time,February,2024,Sufficient
ORD00343,2024-02-08,2024-02-19,West,USA,Hyderabad,Keyboard,Supplier C,Warehouse 2,10,383,3830,206.24,2554.18,1069.58,9,131,88,No,2.37,Delivered,11,27.926370757180152,Delayed,February,2024,Sufficient
ORD00344,2024-06-26,2024-07-10,North,India,Delhi,Tablet,Supplier D,Warehouse 2,45,1280,57600,5976.37,24687.89,26935.74,9,19,143,Yes,5.32,In Transit,14,46.7634375,Delayed,June,2024,Low Stock
ORD00345,2024-05-03,2024-05-19,East,India,Delhi,Printer,Supplier B,Warehouse 2,48,1436,68928,7337.59,46774.26,14816.15,15,323,98,No,5.25,Delivered,16,21.495110840297123,Delayed,May,2024,Sufficient
ORD00346,2025-05-29,2025-06-12,South,UAE,Delhi,Monitor,Supplier B,Warehouse 1,10,203,2030,183.97,1419.4,426.63,13,385,126,No,7.78,Delivered,14,21.016256157635468,Delayed,May,2025,Sufficient
ORD00347,2024-12-10,2024-12-16,South,UAE,Chennai,Phone,Supplier D,Warehouse 2,37,1626,60162,2071.86,31269.64,26820.5,3,256,105,No,1.14,Pending,6,44.58046607493102,On Time,December,2024,Sufficient
ORD00348,2025-10-29,2025-11-10,East,India,Hyderabad,Keyboard,Supplier D,Warehouse 2,36,1361,48996,5866.64,27304.21,15825.15,11,136,149,Yes,2.32,In Transit,12,32.29886113152094,Delayed,October,2025,Low Stock
ORD00349,2025-01-09,2025-01-17,South,UAE,Hyderabad,Phone,Supplier B,Warehouse 3,21,805,16905,1410.7,6884.76,8609.54,7,179,128,No,2.79,In Transit,8,50.92895593019817,On Time,January,2025,Sufficient
ORD00350,2025-01-17,2025-01-26,East,India,Delhi,Monitor,Supplier D,Warehouse 1,6,330,1980,191.19,936.37,852.44,4,75,86,Yes,5.16,Delivered,9,43.05252525252526,On Time,January,2025,Low Stock
ORD00351,2024-12-05,2024-12-15,North,UAE,Chennai,Keyboard,Supplier A,Warehouse 2,35,533,18655,901.82,10390.46,7362.72,5,247,129,No,2.44,Pending,10,39.467810238541944,On Time,December,2024,Sufficient
ORD00352,2024-06-23,2024-06-27,West,Germany,Delhi,Laptop,Supplier A,Warehouse 2,13,1716,22308,2067.67,10738.72,9501.61,2,483,51,No,3.99,Delivered,4,42.59283665052896,On Time,June,2024,Sufficient
ORD00353,2025-10-26,2025-11-04,South,USA,Chennai,Monitor,Supplier A,Warehouse 1,25,1141,28525,3362.96,12262.36,12899.68,8,443,126,No,2.87,Delivered,9,45.22236634531113,On Time,October,2025,Sufficient
ORD00354,2024-09-10,2024-09-22,South,Germany,Hyderabad,Keyboard,Supplier C,Warehouse 2,22,1103,24266,1587.14,10849.37,11829.49,10,180,95,No,3.1,Cancelled,12,48.749237616418036,Delayed,September,2024,Sufficient
ORD00355,2024-01-31,2024-02-12,West,USA,Chennai,Phone,Supplier D,Warehouse 2,15,410,6150,373.68,3184.8,2591.52,10,373,98,No,1.53,Pending,12,42.138536585365856,Delayed,January,2024,Sufficient
ORD00356,2025-09-11,2025-09-21,East,USA,Bangalore,Phone,Supplier B,Warehouse 2,35,369,12915,627.77,5702.91,6584.32,7,409,75,No,4.56,Pending,10,50.98195896244676,On Time,September,2025,Sufficient
ORD00357,2024-03-10,2024-03-24,West,UAE,Delhi,Monitor,Supplier C,Warehouse 1,47,342,16074,748.6,10477.95,4847.45,10,15,147,Yes,1.59,Cancelled,14,30.15708597735473,Delayed,March,2024,Low Stock
ORD00358,2024-07-11,2024-07-15,South,USA,Hyderabad,Tablet,Supplier A,Warehouse 3,12,153,1836,181.07,1071.48,583.45,3,290,128,No,2.5,Pending,4,31.77832244008715,On Time,July,2024,Sufficient
